nct_id,phase,why_stopped,start_date,category,phase_clean
NCT04567173,"PHASE2, PHASE3",Limited enrolment (unable to achieve target sample size),2020-09-21,unknown,PHASE3
NCT02901483,"PHASE1, PHASE2",bussiness reason,2016-10-11,unknown,PHASE2
NCT04496674,"PHASE1, PHASE2",premature termination of the trial due to bad recruitment,2022-02-02,enrollment,PHASE2
NCT02639390,PHASE2,Administrative challenges made it impossible to recruit enough subjects to achieve the study goals.,2018-05-07,enrollment,PHASE2
NCT03332524,PHASE2,Sponsor decided to stop for lack of efficacy,2018-01-15,efficacy,PHASE2
NCT04224688,PHASE3,Strategic Business Decision; Not a safety decision,2020-06-03,safety,PHASE3
NCT03759288,"PHASE2, PHASE3",Strategic decision to discontinue the development of brazikumab in inflammatory bowel disease.,2018-12-07,unknown,PHASE3
NCT03079297,PHASE2,Covid-19,2017-03-09,unknown,PHASE2
NCT03843918,"PHASE1, PHASE2","This is phase I/II study, phase I study completed, phase II study started and enrolled 1 patient. Company strategy consideration to terminated phase 2 study finally.",2019-04-05,enrollment,PHASE2
NCT04760782,PHASE2,Study terminated early due to low recruitment rate.,2022-05-18,enrollment,PHASE2
NCT03503968,"PHASE1, PHASE2",The clinical trial is terminated after the completion of phase I without moving to Phase II.,2018-03-27,unknown,PHASE2
NCT04898023,PHASE2,Loss of funding,2022-09-21,unknown,PHASE2
NCT04231279,PHASE3,Data collection discontinuity and sponsor reallocation of study resources to manufacturing,2022-01-28,unknown,PHASE3
NCT02956122,"PHASE2, PHASE3",The decision to discontinue the study was based on business reasons.,2017-04-26,strategy/business,PHASE3
NCT03715153,PHASE3,The 6-month efficacy analysis did not show any significant difference between bumetanide versus placebo in the treatment of ASD in the overall studied population. No unexpected safety concerns were identified.,2018-10-04,efficacy,PHASE3
NCT05764239,PHASE3,"Based on a review of interim data from participants in the dose-escalation phase, it was determined that the study was unlikely to meet the primary endpoint.",2023-07-05,unknown,PHASE3
NCT04489381,PHASE3,Sponsor decision,2020-08-19,strategy/business,PHASE3
NCT05228730,PHASE3,Due to the small number of participants,2022-05-02,unknown,PHASE3
NCT04925986,PHASE2,Sponsor decision based on data from other clinical trials,2022-02-10,strategy/business,PHASE2
NCT04684394,PHASE2,Sponsor decision,2020-12-29,strategy/business,PHASE2
NCT04377945,PHASE2,Business reasons,2021-04-28,strategy/business,PHASE2
NCT04396236,PHASE3,Study terminated due to strategic business decision,2020-06-15,strategy/business,PHASE3
NCT02712905,"PHASE1, PHASE2",Strategic Business Decision,2016-05-05,strategy/business,PHASE2
NCT03819231,"PHASE2, PHASE3",Study completed early due to COVID-19 pandemic regulations.,2018-10-10,unknown,PHASE3
NCT04071756,PHASE2,Difficulty with patient recruitment,2019-12-30,enrollment,PHASE2
NCT03051672,PHASE2,"Based on two-stage design, the study ended at stage 1 with no evidence of promise based on pre-specified decision rule.",2017-05-22,unknown,PHASE2
NCT02377466,PHASE3,Asset terminated by PIB,2016-02-29,unknown,PHASE3
NCT04338022,PHASE3,Primary analysis of the RMS phase 3 study (MS200527\_0080) resulted in the early termination of the study.,2020-06-12,unknown,PHASE3
NCT04596995,PHASE3,Strategic Business Decision; Not a safety decision,2021-01-06,safety,PHASE3
NCT05776875,PHASE2,Low enrollment,2023-06-07,enrollment,PHASE2
NCT01675154,PHASE2,Due to unavailability of the drug.,Nov-15,unknown,PHASE2
NCT06445751,PHASE2,"Funding was terminated pursuant to the Fiscal Year 2003 National institutes of Health (""NIH"") Grants Policy Statement, and 2 C.F.R. 200.340(a)(2).",2024-07-02,unknown,PHASE2
NCT03403751,PHASE3,Very slow enrollment of target patient population,2018-05-24,enrollment,PHASE3
NCT03605212,"PHASE1, PHASE2",The study was stopped as per EMA waiver granted on 20July2018.,2017-02-27,unknown,PHASE2
NCT04337931,PHASE2,Business decision (not due to safety reason).,2019-06-12,safety,PHASE2
NCT03913702,PHASE2,Inadequate patient enrollment,2019-09-09,enrollment,PHASE2
NCT03126539,PHASE2,"For administrative reasons, we started a new study",2017-09-15,unknown,PHASE2
NCT02641639,"PHASE2, PHASE3",The study was terminated early due to the lack of efficacy and the study sponsor's decision to no longer continue the study,Jun-16,efficacy,PHASE3
NCT03417739,PHASE2,This was a Simon two stage design trial that terminated after the first stage due to lack of response.,2018-03-26,unknown,PHASE2
NCT03211988,PHASE2,Lack of funding and drug supply,2017-12-13,unknown,PHASE2
NCT02565745,PHASE3,Recommendation after interim analysis,Dec-15,unknown,PHASE3
NCT03629275,PHASE2,Strategic decision to progress stroke disability programme through regional partnerships,2018-08-31,unknown,PHASE2
NCT02614703,"PHASE2, PHASE3",Sample was under-powered,2017-03-10,unknown,PHASE3
NCT05060003,PHASE2,Sponsor made decision to terminate study.,2022-11-08,unknown,PHASE2
NCT05593770,"PHASE2, PHASE3","Following a meeting of the DSMB on 20th September 2023, the recommendation was made to the sponsor on 26th September 2023 that the Fostamatinib arm of the trial ceases enrolment and study medication is discontinued immediately.",2022-10-27,unknown,PHASE3
NCT02654639,PHASE2,Principal investigator left the institution,Feb-16,unknown,PHASE2
NCT03031470,PHASE2,"Taking into account that 5 out of 22 patients in the Reparixin group experienced EAD during the first stage of the study, according to the Protocol and the DMC conclusion, it was decided on the early termination of the study",2015-03-10,enrollment,PHASE2
NCT02898753,"PHASE1, PHASE2",Company closure due to lack of funding,2017-06-21,unknown,PHASE2
NCT02478502,PHASE2,Insufficient recruitment,Jun-15,enrollment,PHASE2
NCT04434872,PHASE2,Lack of budget,Jul-15,unknown,PHASE2
NCT05208177,PHASE2,Adjustment of R\&D strategy,2022-04-22,strategy/business,PHASE2
NCT03523429,PHASE2,Low rate of recruitment,2018-06-30,enrollment,PHASE2
NCT06568302,PHASE3,Study terminated due to business and strategic decision.,2024-07-11,strategy/business,PHASE3
NCT03336242,PHASE2,"More patients in Cohort 1 than Cohort 2 demonstrated a clinically meaningful reduction of seizure count. Given this, enrollment of Cohort 3 was discontinued.",2017-12-29,enrollment,PHASE2
NCT03187405,PHASE3,lack of patient,2018-02-21,enrollment,PHASE3
NCT02446145,PHASE2,"Due to COVID-19 pandemia, recruitment was insufficient to reach required sample size in an acceptable time line. Furthermore, new drugs have recently been licensed resulting in alternative treatment regimens with a better prognosis.",May-15,enrollment,PHASE2
NCT05011396,PHASE3,Study stopped by the sponsor for business reasons and not due to any safety concerns with PH94B,2021-08-30,safety,PHASE3
NCT04880603,PHASE2,Investigators no longer interested in pursuing,2021-04-05,unknown,PHASE2
NCT03519256,PHASE2,Insufficient Enrollment,2018-08-02,enrollment,PHASE2
NCT04613453,PHASE2,Terminated early due to concerns from the NIH DSMB regarding the rate of recruitment and the resulting inability to accomplish the initially approved study aims,2022-01-21,enrollment,PHASE2
NCT04161391,"PHASE1, PHASE2",Adverse change in the risk/benefit.,2019-12-06,safety,PHASE2
NCT02573935,PHASE2,"Suspected side effects to the combination of clarithromycin and VCD (bortezomib, cyclophosphamide and dexamethasone)",Jan-15,unknown,PHASE2
NCT03850535,"PHASE1, PHASE2",Sponsor's decision to terminate the study after Phase 1; will not proceed with Phase 2.,2019-03-25,unknown,PHASE2
NCT04411082,PHASE2,"IMR-BTL-201demonstrated that while IMR-687 was generally well-tolerated, it failed to show any meaningful benefit in transfusion burden or improvement in most disease-related biomarkers. So, the sponsor has decided to discontinue this study",2020-10-16,unknown,PHASE2
NCT02770820,"PHASE1, PHASE2",Terminated due to funding difficulties,2017-11-06,unknown,PHASE2
NCT02556203,PHASE3,Imbalance in the efficacy and safety endpoints between treatment arms in favor of comparator,2015-12-16,efficacy,PHASE3
NCT04418661,"PHASE1, PHASE2",Sponsor's decision not related to any safety concern,2020-06-09,safety,PHASE2
NCT02775006,PHASE3,"accrual to slow, target not achievable",2016-10-14,unknown,PHASE3
NCT04507438,PHASE2,Lack of enrollment,2019-07-12,enrollment,PHASE2
NCT04958785,PHASE2,Sponsor decision to terminate study.,2021-12-14,strategy/business,PHASE2
NCT05788497,PHASE3,Recruitment failure,2023-03-30,enrollment,PHASE3
NCT02524288,PHASE3,This study was terminated by the Sponsor due to a business decision to discontinue product development for reasons unrelated to safety or efficacy outcomes.,2015-08-31,efficacy,PHASE3
NCT05900050,PHASE2,Sponsor Decision,2023-07-02,strategy/business,PHASE2
NCT03890120,PHASE3,"Following recommendation of the external Data Monitoring Committee, after it reviewed the results of a planned interim futility analysis.",2019-03-27,unknown,PHASE3
NCT04991688,PHASE2,Organizational difficulties,2021-09-01,unknown,PHASE2
NCT05513391,PHASE3,Sponsor decision to prematurely stop the study. This decision was made without any safety concerns.,2022-11-10,safety,PHASE3
NCT04396574,PHASE3,Study terminated due to strategic business decision,2020-06-30,strategy/business,PHASE3
NCT04253860,PHASE3,"Due to pandemic od COVID-19, was difficult recruit patients",2019-02-01,enrollment,PHASE3
NCT03823703,PHASE2,"Suspended by sponsor, pending investigation of abnormal laboratory values in patients with NASH",2020-11-04,enrollment,PHASE2
NCT03013491,"PHASE1, PHASE2",Sponsor's decision,2017-01-19,unknown,PHASE2
NCT02900560,PHASE2,,2016-12-20,unknown,PHASE2
NCT02506114,PHASE2,Low Accrual,2016-10-06,unknown,PHASE2
NCT04553406,PHASE2,Business decision pending resolution of clinical hold with FDA,2020-12-03,strategy/business,PHASE2
NCT04730349,"PHASE1, PHASE2",Business objectives have changed,2021-06-03,strategy/business,PHASE2
NCT02990858,"PHASE2, PHASE3",FDA required the sponsor to halt enrollment in the trial and transition participants to available therapies for the treatment of their disease. The trial was subsequently terminated once participants were transitioned.,2016-11-03,enrollment,PHASE3
NCT02558348,"PHASE1, PHASE2",Sponsor termination,Nov-15,unknown,PHASE2
NCT05866926,PHASE3,After the analysis of the main ADORE study it is concluded that there is no clinical benefit for the patients.,2023-03-06,enrollment,PHASE3
NCT03559985,PHASE2,Recruitment difficulties,2018-08-20,enrollment,PHASE2
NCT05200143,PHASE2,Withdrawn support from BMS.,2022-06-08,unknown,PHASE2
NCT04581915,"PHASE2, PHASE3",DSMB report,2020-09-08,unknown,PHASE3
NCT02949843,PHASE2,"Slow accrual, closed by IRB",2017-03-10,unknown,PHASE2
NCT02311764,PHASE2,,Feb-15,unknown,PHASE2
NCT03573921,"PHASE2, PHASE3",Poor recruitment to date.,2019-09-01,enrollment,PHASE3
NCT03474614,PHASE2,lack of accrual,2018-01-24,unknown,PHASE2
NCT03269552,PHASE2,Terminated due to low accrual.,2017-12-18,unknown,PHASE2
NCT03620149,PHASE2,Poor accrual,2019-09-26,unknown,PHASE2
NCT04502433,PHASE2,"The enrolment was extended. Nevertheless, despite the Sponsor's attempts, the infection status did not permit the identification of eligible patients for the study to complete it in a reasonable time.",2021-01-06,enrollment,PHASE2
NCT02674958,PHASE3,Covid-19 pandemic,May-16,unknown,PHASE3
NCT05194735,"PHASE1, PHASE2",Funding,2022-04-04,unknown,PHASE2
NCT04225026,PHASE2,Lack of study enrollment,2019-12-19,enrollment,PHASE2
NCT03669549,PHASE2,"Following an interim data review, further investment in nevanimibe has been discontinued",2018-07-11,unknown,PHASE2
NCT03879655,"PHASE2, PHASE3",Terminated by previous Sponsor decision,2019-12-02,strategy/business,PHASE3
NCT03576885,"PHASE1, PHASE2",based on DSMB recommendation at interim analysis,2019-07-15,unknown,PHASE2
NCT05267106,PHASE2,Recruitment ceased after a pre-planned futility interim analysis indicated a low probability to confer a clinically meaningful improvement in objective response when compared to currently available therapies. There were no safety related concerns.,2022-05-20,safety,PHASE2
NCT05073458,PHASE3,A business decision was made to discontinue further enrollment. There were no safety concerns that contributed to this decision.,2022-03-15,safety,PHASE3
NCT04709380,PHASE3,"IDMC recommended to terminate the study since Interim analysis showed that the experimental group had significant superiority over the control group in TTP and OS (p\<0.001), meeting the predefined interim analysis endpoints in the study protocol.",2021-03-02,operational,PHASE3
NCT04789668,"PHASE1, PHASE2",Insufficient accrual,2021-01-15,unknown,PHASE2
NCT04949191,PHASE2,A business decision due to availability of commercial drug and other options for accessing study drug treatment.,2021-07-08,strategy/business,PHASE2
NCT01968590,PHASE2,unable to enroll,2017-08-16,enrollment,PHASE2
NCT02807597,"PHASE1, PHASE2","Before LS301's licensing and reformulation, 9 patients received LS301-HSA (Phase 1a) , but since no patients were recruited (in Phase 1b) before the product expired, this study has been terminated.",2020-02-18,enrollment,PHASE2
NCT04096560,PHASE2,"A safety signal has emerged in Phase 2 studies of TAK-994. As an immediate precautionary measure, Takeda has suspended dosing of patients and has decided to stop Phase 2 studies early.",2020-05-27,safety,PHASE2
NCT03552380,PHASE2,Funder halted development of compound in this disease,2018-07-31,unknown,PHASE2
NCT03263091,PHASE3,Study did not meet its primary efficacy endpoint.,2018-01-29,efficacy,PHASE3
NCT05169710,PHASE3,Company decided not to move forward with further accrual.,2021-12-21,unknown,PHASE3
NCT04525391,PHASE2,Recommended completion of the study due to SUSAR occurring in other clinical trials conducted with the same drug.,2020-09-18,unknown,PHASE2
NCT04757610,PHASE3,The primary endpoint was not achieved in the study.,2021-03-12,unknown,PHASE3
NCT03331640,PHASE2,slow recruitment,2018-01-02,enrollment,PHASE2
NCT04990440,PHASE2,Premature study termination (efficacy),2021-09-02,efficacy,PHASE2
NCT05123040,"PHASE1, PHASE2",Sponsor terminated financial support,2023-06-05,unknown,PHASE2
NCT04155840,PHASE2,Terminated due to low accrual,2020-01-31,unknown,PHASE2
NCT03654040,"PHASE1, PHASE2",The study was terminated by the Sponsor prior to any participants receiving the investigational product.,2021-04-22,unknown,PHASE2
NCT03869762,PHASE2,Insufficient accrual,2019-01-09,unknown,PHASE2
NCT03554161,PHASE2,The study was terminated based on its primary and secondary outcome measures in three consecutive patients.,2018-05-10,enrollment,PHASE2
NCT02628769,PHASE2,,Jul-15,unknown,PHASE2
NCT06245941,"PHASE1, PHASE2",Per sponsor request. Premature closure was not prompted by any safety or efficacy concerns.,2024-05-13,efficacy,PHASE2
NCT03050554,"PHASE1, PHASE2",Funding,2017-10-26,unknown,PHASE2
NCT03462966,PHASE2,recruitment challenges,2018-07-01,enrollment,PHASE2
NCT04016805,PHASE2,Strategic/Business decision,2019-08-05,strategy/business,PHASE2
NCT02627794,PHASE3,Due to financial issues of Restora spacer company.,Dec-15,unknown,PHASE3
