nct_id,phase,why_stopped,start_date,category,phase_clean
NCT03970616,"PHASE1, PHASE2",The study was terminated due to regulatory approval of newer therapeutic options and slower than anticipated accrual.,2019-09-30,unknown,PHASE2
NCT05245071,PHASE2,"Sponsor decision, the decision is not related to any safety concern.",2022-06-01,safety,PHASE2
NCT03637764,"PHASE1, PHASE2","Study was stopped after interim analysis for 4 cohorts (HCC, SCCHN, EOC, and GBM) indicated that the results did not fulfill the preplanned interim analysis criteria to move to Phase 2 stage 2 in all 4 cohorts.",2018-08-06,unknown,PHASE2
NCT03712787,PHASE2,Discontinued because of lack of efficacy in the parent study (Study M15-566; NCT02880956).,2019-03-22,efficacy,PHASE2
NCT05222516,PHASE2,Recommendation of DSMB (futility of Endpoints),2021-12-20,unknown,PHASE2
NCT03011307,PHASE2,"Cessation of funding period prior to completion, due to slow recruitment during the pandemic.",2017-01-12,enrollment,PHASE2
NCT04082936,"PHASE1, PHASE2",Strategic Pipeline Prioritization: Clinical development of imvotamab in autoimmune diseases prioritized.,2019-09-30,unknown,PHASE2
NCT05161936,PHASE2,Study terminated early due to low enrollment,2022-01-27,enrollment,PHASE2
NCT02582749,PHASE2,Funding withdrawn,Apr-16,unknown,PHASE2
NCT05516758,PHASE2,Study terminated due to an unfavourable benefit-risk profile observed in interim data analysis.,2022-08-31,unknown,PHASE2
NCT04932915,PHASE2,Failure of recruiting patients,2021-09-03,enrollment,PHASE2
NCT03505710,PHASE2,Last participant transitioned to alternative study.,2018-05-21,unknown,PHASE2
NCT02378662,PHASE2,Sponsor's decision of the Early Termination of the study.,Apr-15,unknown,PHASE2
NCT02405585,PHASE2,,Apr-15,unknown,PHASE2
NCT05036135,"PHASE2, PHASE3","The IMPAHCT study demonstrated that while inhaled imatinib was well tolerated, it did not prove to be efficacious at any of the doses of AV-101 evaluated in the study.",2021-12-02,unknown,PHASE3
NCT04410523,PHASE2,Sponsor Desicion,2020-09-09,unknown,PHASE2
NCT03783923,PHASE3,The study was terminated early due to low enrollment and missing efficacy assessment data due to missed visits related to COVID-19.,2019-10-31,efficacy,PHASE3
NCT02859896,PHASE3,The study was conducted to fulfill a post-marketing commitment (PMC).FDA acknowledged the fulfillment of this PMC.,2017-01-19,unknown,PHASE3
NCT03345550,PHASE2,"Slow accrual of patients, lack of financial resources",2017-09-12,enrollment,PHASE2
NCT03755518,PHASE3,Slow accrual.,2019-03-27,unknown,PHASE3
NCT04575610,PHASE2,Study terminated due to lack of enrollment reflecting the decrease in number of COVID infections. There were no safety and/or efficacy concerns involved in the decision to stop enrollment.,2020-11-27,efficacy,PHASE2
NCT02824913,PHASE2,,Jul-16,unknown,PHASE2
NCT03834220,PHASE2,Due to lower antitumor activity than expected,2019-03-22,unknown,PHASE2
NCT06067425,PHASE2,Sponsor decision. Not related to safety concern.,2023-10-10,safety,PHASE2
NCT04410874,"PHASE1, PHASE2",Inability to recruit patients/lack of funding,2020-11-16,enrollment,PHASE2
NCT02706691,PHASE2,Study stopped due to poor enrollment.,2018-06-01,enrollment,PHASE2
NCT01864317,PHASE2,,Nov-15,unknown,PHASE2
NCT03977480,PHASE2,"Due to the difficulty to recruit enough patients, the study was terminated.",2019-08-13,enrollment,PHASE2
NCT04897880,PHASE2,Drug supply,2019-01-09,unknown,PHASE2
NCT04381988,PHASE2,The study was terminated based results of other studies and use of the new vaccine.,2020-05-07,unknown,PHASE2
NCT02422940,PHASE3,,Apr-15,unknown,PHASE3
NCT03430791,PHASE2,Study Investigator/Sponsor decided to end enrollment earlier.,2018-12-05,enrollment,PHASE2
NCT03574818,PHASE2,Poor accrual,2018-05-29,unknown,PHASE2
NCT04639024,PHASE2,ADCT is reallocating all resources to the phase III program.,2021-12-07,unknown,PHASE2
NCT02801617,PHASE3,expiration time limit of recruitment,Sep-15,enrollment,PHASE3
NCT04915950,PHASE2,Business decision,2021-11-03,strategy/business,PHASE2
NCT05240560,PHASE2,Lack of recruitment,2023-01-20,enrollment,PHASE2
NCT04342962,PHASE2,poor enrollment,2021-02-16,enrollment,PHASE2
NCT04605094,PHASE2,The study did not meet the primary endpoint.,2020-11-12,unknown,PHASE2
NCT02387229,PHASE3,Consensus BRAIN-AF Executive Steering Committee to terminate.,Mar-15,unknown,PHASE3
NCT04363437,PHASE2,"Stopped due to widespread corticosteroid use in 2020 for COVID infection, which confounds and likely supercedes the effect of colchicine.",2020-04-26,unknown,PHASE2
NCT05092360,PHASE3,Study terminated due to business and strategic decision.,2022-01-10,strategy/business,PHASE3
NCT02668822,PHASE3,Study terminated by Sponsor as a result of a business decision to discontinue the development program for MK-8342B for reasons unrelated to safety or efficacy.,2016-02-09,efficacy,PHASE3
NCT04865029,PHASE2,Lack of enrollment due to change of COVID 19 variant prevalence,2021-07-22,enrollment,PHASE2
NCT04652570,"PHASE1, PHASE2",Sponsor change,2021-05-05,unknown,PHASE2
NCT01003769,"PHASE1, PHASE2",Lack of funding,2015-07-09,unknown,PHASE2
NCT06142383,PHASE2,Sponsor Decision,2023-12-12,strategy/business,PHASE2
NCT03512353,PHASE2,Sponsor Decision,2018-07-05,strategy/business,PHASE2
NCT03964337,PHASE2,Poor accrual.,2020-03-17,unknown,PHASE2
NCT02330146,"PHASE1, PHASE2","* slower than anticipated rate of enrollment
* need to obtain safety and efficacy data in a timely manner
* pending expiry of manufacturing materials/reagents",May-15,efficacy,PHASE2
NCT03782402,PHASE2,Funding being sought,2019-09-01,unknown,PHASE2
NCT03002454,PHASE3,Altered biodistribution in investigational images versus standard images.,Aug-16,unknown,PHASE3
NCT04495894,PHASE2,This study was terminated after interim analyses showed no benefits.,2020-08-24,unknown,PHASE2
NCT03900754,PHASE2,Inadequate Subject Recruitment,2020-01-13,enrollment,PHASE2
NCT04044170,PHASE2,Study termination by the Sponsor,2019-07-30,unknown,PHASE2
NCT04955470,"PHASE1, PHASE2",There were challenges with recruitment in the ED due to ED staffing shortages and we were unable to meet the expected recruitment rate. The decision to stop study recruitment was solely due to operational and logistical limitations.,2022-06-01,enrollment,PHASE2
NCT02670083,PHASE3,"This study was discontinued due to an interim analysis in this study, which indicated that Crenezumab was unlikely to meet its primary endpoint.",2016-03-22,unknown,PHASE3
NCT04601077,"PHASE1, PHASE2",The study stopped due to futility.,2020-11-01,unknown,PHASE2
NCT03222973,PHASE2,The top-line results from the Part 1 did not meet the pre-specified primary endpoint nor the key secondary endpoints. The decision to discontinue study 215MS202 Part 2 was not based on safety concerns.,2017-11-15,safety,PHASE2
NCT06003075,PHASE2,Slow accrual,2023-12-13,unknown,PHASE2
NCT02877082,PHASE2,,Sep-16,unknown,PHASE2
NCT03239860,PHASE2,"Based on R\&D strategic reasons, our co-development Partner financing the study disengaged from the development of GNbAC1.",2017-06-06,unknown,PHASE2
NCT03713320,PHASE2,"The study was terminated early for business reasons, and not due to concerns regarding safety or lack of efficacy.",2019-04-02,efficacy,PHASE2
NCT03081923,PHASE2,loss of accrual,2017-02-01,unknown,PHASE2
NCT04037462,"PHASE1, PHASE2",Low accrual,2021-07-07,unknown,PHASE2
NCT03052361,"PHASE2, PHASE3",The recruitment was much slower than expected and the COVID pandemic added new barriers to recruitment.,2017-07-15,enrollment,PHASE3
NCT04923776,PHASE2,Poor enrollment,2021-09-20,enrollment,PHASE2
NCT02317562,PHASE3,Sponsor's decision,Nov-15,unknown,PHASE3
NCT04805788,PHASE2,slow accrual,2021-08-24,unknown,PHASE2
NCT04139317,PHASE2,Sponsor decision to terminate due to the lack of tolerability observed in patients treated with capmatinib and pembrolizumab in the combination arm as compared to patients treated with pembrolizumab alone in the pembrolizumab single agent arm,2020-01-22,enrollment,PHASE2
NCT02991768,PHASE2,Enrollment not continued,2017-01-27,enrollment,PHASE2
NCT02736318,"PHASE1, PHASE2",Low accrual rate,2017-01-27,unknown,PHASE2
NCT03475680,PHASE3,lack of inclusions,2018-08-08,unknown,PHASE3
NCT02495662,PHASE2,Slow inclusion,Nov-15,unknown,PHASE2
NCT04656262,PHASE3,enrollment too slow to reach the target in a reasonable time frame,2018-09-10,enrollment,PHASE3
NCT04379518,"PHASE1, PHASE2",Low accrual,2020-11-17,unknown,PHASE2
NCT04050462,PHASE2,Study was terminated early by the drug sponsor due to slow accrual and a change in the company's drug development priorities,2019-09-12,unknown,PHASE2
NCT05468203,PHASE3,"The vanguard phase is complete. Further phases did not proceed due to funding constraints. A revised methodology is planned, requiring a new protocol and approvals.",2023-11-29,operational,PHASE3
NCT02939742,"PHASE2, PHASE3",Low study recruitment,Nov-16,enrollment,PHASE3
NCT02427776,"PHASE1, PHASE2",study ended prior enrollment of the first patient because of unexpected issues in the manufacturing process prevented production of adequate clinical batches,Jan-15,enrollment,PHASE2
NCT04565327,PHASE2,Slow accrual,2020-08-14,unknown,PHASE2
NCT03516903,"PHASE2, PHASE3","Due to the COVID-19 pandemic. With a second wave just beginning, and considering that we are testing an immunosuppressant in patients with high risk for COVID-19 complications, we would not be able to re-start recruitment safely in the near future.",2018-04-17,enrollment,PHASE3
NCT03781960,PHASE2,Safety letter from sponsor,2019-07-31,safety,PHASE2
NCT03649659,PHASE3,The trial stopped early due to meeting interim analysis early stopping rules. Active participants at the time of the interim analyses results did complete their remaining study visits. No new participants were enrolled.,2018-10-08,enrollment,PHASE3
NCT03557970,PHASE2,Not enough enrollment to determine efficacy,2018-10-05,efficacy,PHASE2
NCT04474483,PHASE2,difficult recruitment and complete first visit in person during thne hight of tne pandemic and later not enough subjects,2020-11-06,enrollment,PHASE2
NCT04225897,PHASE2,Part A and Part B were completed but Pfizer terminated Part C due to strategic consideration. There were no safety concerns in the decision to stop Part C and no changes to the risk-benefit for participants who received RV521 in the study.,2019-11-13,safety,PHASE2
NCT02349386,PHASE2,Inability to recruit patients,Jul-15,enrollment,PHASE2
NCT03316872,PHASE2,The study was stopped due to the shift in systemic treatment paradigm for HCC precluding further enrolment.,2018-02-15,unknown,PHASE2
NCT03850795,PHASE3,Terminated by Sponsor for various factors including prolonged duration and enrollment challenges,2021-03-15,enrollment,PHASE3
NCT03763175,PHASE2,Interim Futility Analysis,2018-12-24,unknown,PHASE2
NCT02943473,PHASE2,Poor accrual and risk/benefit ratio.,2017-05-18,unknown,PHASE2
NCT02629094,PHASE2,,2015-12-02,unknown,PHASE2
NCT03410056,"PHASE1, PHASE2",Amgen made a business decision not to proceed with Phase 2.,2018-05-22,strategy/business,PHASE2
NCT03093831,PHASE2,Study did not meet the objectives and terminated early on 17 Jul 2020 due to poor recruitment,2016-07-08,enrollment,PHASE2
NCT05427812,"PHASE1, PHASE2",Business decision,2022-09-27,strategy/business,PHASE2
NCT06041919,PHASE2,Decision was made by the sponsor not to progress to Stage 2,2023-09-27,unknown,PHASE2
NCT03979066,PHASE2,Loss of funding,2019-11-01,unknown,PHASE2
NCT03242772,PHASE2,The study stopped recruitment of new participants due to COVID. A substudy was developed with adaptations to the main design.,2018-12-14,enrollment,PHASE2
NCT05832281,PHASE2,"Original funding period ended and a no-cost extension was not granted. Without funding to continue, the study was stopped.",2023-11-28,unknown,PHASE2
NCT04240002,"PHASE1, PHASE2",The study was terminated due to enrollment challenges.,2020-09-04,enrollment,PHASE2
NCT04892472,PHASE2,Phase 2 study terminated due to insufficient enrollment and was not based on safety concerns. Novocure is enrolling a new Phase 3 study of TTFields as a first line treatment for advanced/metastatic NSCLC (NCT06216301).,2021-07-12,safety,PHASE2
NCT06377722,PHASE2,"The achieved number of samples has been smaller than the planned 50 thus, a mainly descriptive final result analysis was conducted, as presented herein.",2018-11-01,unknown,PHASE2
NCT04159701,PHASE2,The study was terminated for lack of efficacy after an interim analysis was performed,2019-11-15,efficacy,PHASE2
NCT02177266,PHASE3,Difficulty in recruiting patients,May-15,enrollment,PHASE3
NCT02548351,PHASE3,The FDA issued a CRL in response to Intercept's NDA for OCA for the treatment of NASH. Sponsor decided to terminate 747-303 before the planned completion date.,2015-09-22,unknown,PHASE3
NCT06111339,PHASE2,Low recruitment numbers and study funding will be closing shortly.,2024-06-14,enrollment,PHASE2
NCT02974257,PHASE2,Study stopped early after consultation with DSMB,2017-05-01,unknown,PHASE2
NCT05470985,"PHASE2, PHASE3",Study was terminated due to business reasons.,2023-08-22,strategy/business,PHASE3
NCT03906448,PHASE2,The study was terminated because the Study Chair/IDE Sponsor and Novocure determined that conducting this trial was not feasible without CMS approval.,2019-05-20,unknown,PHASE2
NCT02523690,"PHASE1, PHASE2",Slow recruitment of eligible patients,Dec-15,enrollment,PHASE2
NCT04918810,PHASE2,Recruitment lower than expected. The proportion of patients with mGSTPi undetectable prior to chemo. was significantly higher than anticipated. Decision made to close due to insufficient patient numbers to able to obtain meaningful data collection.,2022-07-29,enrollment,PHASE2
NCT05283304,PHASE2,Side effects of medication,2023-03-24,unknown,PHASE2
NCT05024058,PHASE3,"Phase III PEARL studies (CQGE031C2302 and CQGE031C2303) with ligelizumab met their primary endpoint of superiority vs placebo at Week 12 for treatment of CSU, but not versus omalizumab. Decision to discontinue was not based on safety concerns.",2021-11-16,safety,PHASE3
NCT05288855,PHASE3,DSMB recommendation,2023-10-10,unknown,PHASE3
NCT05603143,PHASE3,The study was stopped early as it was determined there would not be a statistically significant treatment effect associated with the primary endpoint due to the low number of events.,2022-11-05,unknown,PHASE3
NCT04988308,PHASE2,Study has been prematurely terminated as the Interim Analysis 1 efficacy results met the prespecified futility criteria related to the primary endpoint.,2021-10-12,efficacy,PHASE2
NCT04989218,"PHASE1, PHASE2",Slow accrual and study sponsor decision.,2023-01-30,strategy/business,PHASE2
NCT03495921,PHASE3,"Slow accrual and as a result, a strategic business decision was made to terminate enrollment.",2018-08-21,enrollment,PHASE3
NCT02596893,PHASE3,,2015-12-08,unknown,PHASE3
NCT02581384,"PHASE1, PHASE2","The study closed primarily due to weak accrual, as well as study design limitations.",Jan-17,unknown,PHASE2
NCT05125068,PHASE2,An administrative decision was made to terminate the AT-1501-N205 study. This voluntary business-related decision was not related to the safety of tegoprubart (AT-1501). Available safety data demonstrated tegoprubart to be safe and well tolerated.,2022-03-21,safety,PHASE2
NCT04066647,"PHASE1, PHASE2",Interim analysis shows results opposite of hypothesized.,2019-05-09,unknown,PHASE2
NCT03080935,PHASE3,Amgen business decision to close study early,2017-03-13,strategy/business,PHASE3
NCT02398825,PHASE2,low enrollment rate,2016-06-23,enrollment,PHASE2
NCT03469050,"PHASE2, PHASE3",Sponsor's decision,2018-07-02,unknown,PHASE3
NCT02863991,"PHASE1, PHASE2",This study was terminated due to a change in corporate priorities. The decision to terminate the study was not based on any safety concerns.,2017-04-19,safety,PHASE2
NCT03050814,PHASE2,Terminated after an unplanned interim efficacy analysis.,2017-04-05,efficacy,PHASE2
NCT02524106,PHASE3,Industry won't be moving forward with production of bococizumab,Aug-16,unknown,PHASE3
NCT02382406,"PHASE1, PHASE2",The study was completed. It was fully accrued.,2015-06-04,unknown,PHASE2
NCT02309515,PHASE2,Slow Accrual,2015-06-11,unknown,PHASE2
NCT03120676,PHASE2,Lack of accrual,2017-04-14,unknown,PHASE2
NCT05627791,"PHASE2, PHASE3",Unable to recuit participant number in time.,2022-11-30,unknown,PHASE3
NCT05785390,PHASE2,The interim analysis results met protocol and SAP predetermined criteria for stopping early due to futility or efficacy.,2023-02-22,efficacy,PHASE2
NCT03718533,PHASE2,"In the context of COVID-19 pandemic, the benefit / risk ratio of the participation of a patient with pancytopenia could be compromised. The decision of this premature termination was not the consequence of any safety reason inherent to the drug.",2018-12-17,safety,PHASE2
NCT02975349,PHASE2,Results from the EVOLUTION clinical trials showed evobrutinib did not meet its primary endpoint of annualized relapse rate for up to 156 weeks compared to oral teriflunomide in both studies.,2017-03-07,unknown,PHASE2
NCT04921358,PHASE3,"Due to safety risks and unfavorable risk-benefit assessment results, the sponsor has decided to voluntarily terminate the study.",2021-07-27,safety,PHASE3
NCT04108858,"PHASE1, PHASE2",Inadequate accrual rate,2021-05-20,unknown,PHASE2
NCT04416048,PHASE2,Due to lower COVID-19 cases and therefore difficulties with the recruitment.,2020-11-30,enrollment,PHASE2
NCT03823378,PHASE2,Study M16-763 was terminated early as the benefit of each treatment arm from the feeder study (Study M16-063) did not provide appreciable evidence of differentiated clinical effect to warrant further long-term continuation.,2019-05-13,unknown,PHASE2
NCT03028740,PHASE3,This study was terminated early due to lack of efficacy based on the results of the planned interim analysis of Part 1 data.,2017-04-05,efficacy,PHASE3
NCT03203850,PHASE2,Due to enrolment challenge,2018-01-11,unknown,PHASE2
NCT03699475,"PHASE2, PHASE3","Funding, portfolio re-prioritization",2018-12-27,unknown,PHASE3
NCT02971839,PHASE2,Decision by Sponsor.,Dec-16,unknown,PHASE2
NCT04101357,"PHASE1, PHASE2",Sponsor decision,2020-06-19,strategy/business,PHASE2
NCT04866836,PHASE2,The study was prematurely terminated due to difficulties in recruitment.,2020-10-01,enrollment,PHASE2
NCT03504774,PHASE2,Study discontinued due to slow enrollment during COVID-19 pandemic,2019-07-09,enrollment,PHASE2
NCT04310397,PHASE2,Study stopped due to slow enrollment,2020-01-29,enrollment,PHASE2
NCT04316013,PHASE3,Not meeting recruitment timelines,2020-07-31,enrollment,PHASE3
NCT04892446,PHASE2,This study was terminated early due to the Sponsor's decision to discontinue development of the investigational drug and close the program.,2021-11-09,unknown,PHASE2
NCT05602727,PHASE2,Voluntarily terminated due to benefit/risk assessment,2022-12-02,unknown,PHASE2
NCT03924869,PHASE3,Terminated for business reasons,2019-06-25,strategy/business,PHASE3
NCT03537157,PHASE2,The decision to prematurely close the trial recruitment period was taken due to the difficulties in the recruitment of patients. This decision has not been triggered by any unexpected safety signals identified during the study conduction.,2017-11-16,safety,PHASE2
NCT03504501,PHASE2,The study has been terminated prematurely due to recruitment difficulties. Current status: recruitment stopped and cleaning of the database is ongoing.,2019-03-22,enrollment,PHASE2
NCT03099265,PHASE2,Paused due to COVID. A determination was made to stop the study because it would be impossible to reach the 65% resection rate as outlined in the protocol.,2017-06-26,operational,PHASE2
NCT02565511,"PHASE2, PHASE3",,2015-11-30,unknown,PHASE3
NCT03960606,PHASE2,COVID-19 Pandemic,2019-07-31,unknown,PHASE2
NCT03720392,PHASE2,Terminated due to sponsor decision,2019-01-15,strategy/business,PHASE2
NCT02281006,PHASE2,poor accrual,2015-01-01,unknown,PHASE2
NCT03161964,PHASE2,Statistical power could not be achieved due to low enrollment.,2017-10-19,enrollment,PHASE2
NCT04752332,PHASE3,Study is terminated due to inability to enroll study participants,2021-05-10,enrollment,PHASE3
NCT03827044,PHASE3,POLEM encountered significant recruitment challenges. With little prospect of recruiting to target the decision to close was made.,2018-08-31,enrollment,PHASE3
NCT02465593,"PHASE1, PHASE2",,Jun-15,unknown,PHASE2
NCT04933916,"PHASE1, PHASE2",Business decision,2021-06-10,strategy/business,PHASE2
NCT03563157,"PHASE1, PHASE2",low enrollment,2018-09-28,enrollment,PHASE2
NCT04695977,"PHASE2, PHASE3",Business Decision,2021-02-24,strategy/business,PHASE3
NCT06422377,PHASE3,Business decision unrelated to patient safety.,2024-04-25,safety,PHASE3
NCT04009681,"PHASE1, PHASE2",The study was terminated as per Sponsor decision. The decision was not related to any safety concerns.,2019-06-20,safety,PHASE2
NCT04549428,PHASE2,"Terminated for futility, as determined by an interim data analysis.",2020-10-01,unknown,PHASE2
NCT02474407,PHASE2,,Jun-15,unknown,PHASE2
NCT04357353,PHASE3,low enrollment,2021-04-01,enrollment,PHASE3
NCT03568071,PHASE2,MOR106 clinical development in atopic dermatitis was stopped for futility,2018-04-26,unknown,PHASE2
NCT04537299,PHASE2,The DSMB and NIA determined the study should be stopped due to futility.,2022-04-29,unknown,PHASE2
NCT02851004,"PHASE1, PHASE2","On the request of the investigational drug provider. No subjects were newly enrolled in the additional cohort as they were preparing to resume enrollment in the additional cohort. Currently, it is preparing the creation of clinical study report.",Oct-16,enrollment,PHASE2
NCT02630355,PHASE2,The study was terminated prematurely after ad-interim analysis for the primary outcome.,Jan-16,unknown,PHASE2
NCT03894215,PHASE2,Sponsor strategic decision,2019-06-01,unknown,PHASE2
NCT05305040,"PHASE2, PHASE3",Study discontinued as DSMB determined it was futile. No safety concerns were noted.,2022-03-24,safety,PHASE3
NCT03870750,"PHASE2, PHASE3",Study terminated due to meeting interim analysis futility endpoint. No difference was found between two treatment arms at interim analysis of primary outcome.,2019-08-15,unknown,PHASE3
NCT04086121,PHASE2,Sponsor decision,2019-09-24,strategy/business,PHASE2
NCT05331885,PHASE3,The study was terminated due to administrative reasons,2022-09-02,unknown,PHASE3
NCT02956785,PHASE2,Inability to recruit more women because of the COVID-19 and staffing/resources issues,Jan-17,enrollment,PHASE2
NCT02727777,"PHASE1, PHASE2",Poor Accrual,2017-03-01,unknown,PHASE2
NCT02270463,"PHASE1, PHASE2",,Feb-15,unknown,PHASE2
NCT02295722,"PHASE1, PHASE2",It did not show a significant benefit to justify completing the full target accrual.,Apr-15,unknown,PHASE2
NCT02376972,PHASE2,According to the Recommendation of the Indipendent Data Monitoring Committee,Apr-15,unknown,PHASE2
NCT04264208,PHASE2,Lack of accrual due to pandemic and logistics,2020-02-05,operational,PHASE2
NCT03495713,PHASE2,Covid-19,2018-11-02,unknown,PHASE2
NCT03795233,"PHASE1, PHASE2",The study was terminated after a covid-related suspension and the unavailability of drug.,2019-08-23,unknown,PHASE2
NCT04205240,PHASE2,Poor accrual,2020-12-22,unknown,PHASE2
NCT04607668,PHASE3,The Sponsor made the decision to terminate the study and complete the final analysis for available data.,2021-01-06,unknown,PHASE3
NCT05009290,PHASE3,"Due to the adjustment of the sponsor's development plan, after discussion with leading PI, sponsor has decided to terminate this study.",2021-11-01,unknown,PHASE3
NCT03705390,PHASE2,Study initially suspended due to COVID-19 Pandemic- treatment stopped - never reopened to recruitment..,2019-03-29,enrollment,PHASE2
NCT03749447,PHASE3,Discontinuation of all bardoxolone chronic kidney disease programs,2019-03-08,unknown,PHASE3
NCT02749526,PHASE2,low accrual rate,Apr-16,unknown,PHASE2
NCT02323126,PHASE2,Sponsor decision due to low patient recruitment caused by the change in the treatment landscape of NSCLC.,2015-02-09,enrollment,PHASE2
NCT03224208,PHASE2,low enrolment rate,2018-05-17,unknown,PHASE2
NCT02420717,PHASE2,Study was closed early due to low accrual and lack of response.,2015-07-15,unknown,PHASE2
NCT02730091,PHASE3,,2016-02-24,unknown,PHASE3
NCT04004117,"PHASE2, PHASE3",Clinical trial discontinued for reason pertaining to lack of efficacy.,2019-07-01,efficacy,PHASE3
NCT02766140,PHASE3,difficulty in recruitment,Jun-16,enrollment,PHASE3
NCT04639310,PHASE3,Sponsor decision; Not a safety decision,2021-03-29,safety,PHASE3
NCT02982720,PHASE2,Manufacturer discontinued Sylatron,2017-07-05,unknown,PHASE2
NCT05695391,PHASE3,Feasibility considerations - extended timelines to complete recruitment,2024-06-07,enrollment,PHASE3
NCT02536300,PHASE3,Gilead has made the decision to close the study due to enrollment challenges,2016-01-14,enrollment,PHASE3
NCT05110599,PHASE2,Slow recruitment and expired study medication.,2022-07-12,enrollment,PHASE2
NCT02742519,PHASE3,Low enrollment.,May-16,enrollment,PHASE3
NCT02322281,PHASE3,Sponsor discontinued development of CO-1686 for NSCLC,Feb-15,unknown,PHASE3
NCT04258111,PHASE2,"After careful consideration, our company has decided to revise the overall development strategy for IBI310 and discontinue further registration research for this project. Consequently, the ongoing screening process will be terminated, and this decisi",2020-08-27,strategy/business,PHASE2
NCT02902809,PHASE3,The study was terminated due to the discontinuation of the tralokinumab asthma program (as per the results of the Phase III study \[D2210C00008\]),2016-11-11,unknown,PHASE3
NCT02605863,PHASE2,"Low enrollment, sponsor withdrew support for study",Jan-16,enrollment,PHASE2
NCT04491084,"PHASE1, PHASE2",Low accrual,2021-01-01,unknown,PHASE2
NCT03866187,"PHASE1, PHASE2",Following the primary phase (24 weeks post last vaccination) the predefined efficacy endpoint was not met. Noting the lack of efficacy and with the objective to prioritize participants' safety GSK has decided on the early termination of the study.,2019-03-28,efficacy,PHASE2
NCT03611049,PHASE2,Principal Investigator (Dr. Peiris) is retiring,2018-08-01,unknown,PHASE2
NCT03081598,PHASE2,Failure to meet recruitment target during the recruitment period,2017-05-29,enrollment,PHASE2
NCT05180006,PHASE2,"Abandon of the partner, ROCHE",2022-02-24,unknown,PHASE2
NCT02490878,PHASE2,Slow accrual,Apr-16,unknown,PHASE2
NCT04053543,PHASE2,LOE,2019-08-09,unknown,PHASE2
NCT02927249,PHASE3,DSMB review,2016-12-08,unknown,PHASE3
NCT05348915,PHASE3,Sponsor decision to terminate study based on results of parent study GBT2104-131.,2022-03-29,strategy/business,PHASE3
NCT02665364,PHASE2,Reorganization proceedings of the sponsor,2015-09-23,unknown,PHASE2
NCT03303911,"PHASE1, PHASE2",It has been difficult to recruit participants meeting study entry criteria that are \>65 years of age and not for any safety reasons.,2017-10-06,safety,PHASE2
NCT03558958,PHASE2,Terminated due to lack of funding.,2018-08-08,unknown,PHASE2
NCT03261336,PHASE2,can not meet enrollment,2017-01-06,enrollment,PHASE2
NCT03387514,PHASE2,Termination of funding due to low subject enrollment due to change in standard of care systemic therapy which limited available patients treated with anti-angiogenesis or combined immune and anti-angiogenesis therapy for enrollment.,2018-12-08,enrollment,PHASE2
NCT02796352,PHASE2,Slow accrual.,Sep-16,unknown,PHASE2
NCT03467958,PHASE3,Business objectives have changed,2018-08-24,strategy/business,PHASE3
NCT04359953,PHASE3,difficulty in recruiting,2020-04-25,enrollment,PHASE3
NCT03617445,PHASE2,Study drug not available due to COVID-19 FDA restrictions,2022-08-03,unknown,PHASE2
NCT05429372,PHASE2,All participants who have received fordadistrogene movaparvovec in any Pfizer study will now be assessed for long-term safety in one combined study: C3391003,2022-08-08,safety,PHASE2
NCT03119701,PHASE2,IDMC recommendation. Unexpectedly high use of concomitant corticosteroid treatment.,2017-02-18,unknown,PHASE2
NCT03747419,PHASE2,"In agreement with the drug sponsor and the institution, the trial has been terminated due to slow accrual.",2018-12-13,unknown,PHASE2
NCT04706507,PHASE3,due to increased mortality and futility analyses,2021-06-29,unknown,PHASE3
NCT02620007,PHASE2,insufficient recruitment,Dec-15,enrollment,PHASE2
NCT03959592,"PHASE1, PHASE2",Preliminary analysis showed no benefit of the investigational supplement.,2019-08-21,unknown,PHASE2
NCT05629364,PHASE2,Study halted prematurely but potentially will resume,2023-03-15,unknown,PHASE2
NCT04021498,PHASE3,Slow recruitment,2017-09-29,enrollment,PHASE3
NCT03492138,"PHASE1, PHASE2",Low enrollment,2018-03-26,enrollment,PHASE2
NCT05013385,PHASE2,Sponsor decision,2021-11-09,strategy/business,PHASE2
NCT03395132,PHASE3,"Due to business strategic reasons, LEO Pharma has decided to close down the FCF-38 trial.",2018-07-31,safety,PHASE3
NCT04035434,"PHASE1, PHASE2",Patients to be followed up in the CRSP-ONC-LTF study,2019-07-22,enrollment,PHASE2
NCT03369184,PHASE3,Slow recruitment,2018-01-01,enrollment,PHASE3
NCT04701411,PHASE3,Sponsor decision,2021-06-30,strategy/business,PHASE3
NCT04394416,PHASE3,The Principal Investigator left the institution. The study was halted prematurely.,2020-06-02,unknown,PHASE3
NCT03095612,"PHASE1, PHASE2",Funding Sponsor no longer supporting study,2018-03-22,unknown,PHASE2
NCT03603964,PHASE2,Early termination not due to patient safety,2018-07-18,safety,PHASE2
NCT05242432,PHASE3,Terminated (Janssen made the strategic decision to discontinue the RSV3007 study. This decision is not based on any safety concerns.),2022-04-01,safety,PHASE3
NCT04111497,"PHASE1, PHASE2",Study closed to accrual early due to side effects of study drug.,2019-12-03,unknown,PHASE2
NCT03601897,"PHASE1, PHASE2",Development program terminated.,2018-10-25,unknown,PHASE2
NCT02641782,PHASE2,Antibody supply was discontinued by United Therapeutics Corporation.,Nov-15,unknown,PHASE2
